start_id,music,end_id,music,relation
1343756008,太多,1346472029,不找了（Cover：郭旭）,相似
1356350562,这一生关于你的风景,1346472029,不找了（Cover：郭旭）,相似
1335350269,生而为人,1346472029,不找了（Cover：郭旭）,相似
1359356908,晚安,1346472029,不找了（Cover：郭旭）,相似
1346472029,不找了（Cover：郭旭）,511124094,男孩（Cover梁博）,相似
1343756008,太多,511124094,男孩（Cover梁博）,相似
1335350269,生而为人,511124094,男孩（Cover梁博）,相似
1344814341,有可能的夜晚,511124094,男孩（Cover梁博）,相似
1356350562,这一生关于你的风景,511124094,男孩（Cover梁博）,相似
1359376992,雪暴,1361195373,游,相似
1325702742,南风北巷,1361195373,游,相似
1335350269,生而为人,1361195373,游,相似
1356350562,这一生关于你的风景,1361195373,游,相似
1359356908,晚安,1361195373,游,相似
549059804,我曾demo,554095819,姬和不如demo,相似
1306400549,写给黄淮（demo）,554095819,姬和不如demo,相似
1305187415,红色高跟鞋（女声吉他弹唱）（Cover蔡健雅）,554095819,姬和不如demo,相似
1316921651,亦是此间少年（demo）,554095819,姬和不如demo,相似
1309881397,05歌里（Cover：合肥之子）,554095819,姬和不如demo,相似
560395415,如谁所愿demo,546372110,四块五的妞demo,相似
1383914586,渺无音信,546372110,四块五的妞demo,相似
1356350562,这一生关于你的风景,546372110,四块五的妞demo,相似
1335350269,生而为人,546372110,四块五的妞demo,相似
1300994613,那个女孩,546372110,四块五的妞demo,相似
1391441275,过命的弟兄,1390025989,敬长安,相似
1391433967,下雨的杭州,1390025989,敬长安,相似
1389152878,我不好,1390025989,敬长安,相似
1390417840,离人的月亮,1390025989,敬长安,相似
1374056687,病态,1390025989,敬长安,相似
1322081384,世本常态demo,1317529766,关于孤独我想说的话Demo,相似
865035034,遥远的你,1317529766,关于孤独我想说的话Demo,相似
1336432154,痴心绝对（女声吉他弹唱）（Cover：李圣杰）,1317529766,关于孤独我想说的话Demo,相似
1337583892,改革春风吹满地（Cover：小可儿）,1317529766,关于孤独我想说的话Demo,相似
1306400549,写给黄淮（demo）,1317529766,关于孤独我想说的话Demo,相似
1361195373,游,1379445889,如谁所愿,相似
1374701777,平胸女子,1379445889,如谁所愿,相似
1383914586,渺无音信,1379445889,如谁所愿,相似
1335350269,生而为人,1379445889,如谁所愿,相似
1359356908,晚安,1379445889,如谁所愿,相似
560395415,如谁所愿demo,1296590092,魔鬼中的天使（Cover田馥甄）,相似
1383914586,渺无音信,1296590092,魔鬼中的天使（Cover田馥甄）,相似
1345806099,小可爱与小领带（Cover：G.G(张思源)）,1296590092,魔鬼中的天使（Cover田馥甄）,相似
1304367900,魔鬼中的天使（Cover：田馥甄）,1296590092,魔鬼中的天使（Cover田馥甄）,相似
1307581022,可能否（Cover：木小雅）,1296590092,魔鬼中的天使（Cover田馥甄）,相似
1322081384,世本常态demo,1327196794,多想在平庸的生活拥抱你demo,相似
1309881397,05歌里（Cover：合肥之子）,1327196794,多想在平庸的生活拥抱你demo,相似
1306400549,写给黄淮（demo）,1327196794,多想在平庸的生活拥抱你demo,相似
865035034,遥远的你,1327196794,多想在平庸的生活拥抱你demo,相似
552192975,我的北方姑娘（demo）,1327196794,多想在平庸的生活拥抱你demo,相似
1322081384,世本常态demo,549059804,我曾demo,相似
573848842,可能否（Cover木小雅）,549059804,我曾demo,相似
865035034,遥远的你,549059804,我曾demo,相似
1337583892,改革春风吹满地（Cover：小可儿）,549059804,我曾demo,相似
1306400549,写给黄淮（demo）,549059804,我曾demo,相似
1391441275,过命的弟兄,1394169337,我和我的祖国,相似
1393224585,我和我的祖国青春版,1394169337,我和我的祖国,相似
1389874526,再怎么爱,1394169337,我和我的祖国,相似
1391891631,嗜好,1394169337,我和我的祖国,相似
1356350562,这一生关于你的风景,1394169337,我和我的祖国,相似
549059804,我曾demo,1322081384,世本常态demo,相似
1309881397,05歌里（Cover：合肥之子）,1322081384,世本常态demo,相似
1337583892,改革春风吹满地（Cover：小可儿）,1322081384,世本常态demo,相似
865035034,遥远的你,1322081384,世本常态demo,相似
1306400549,写给黄淮（demo）,1322081384,世本常态demo,相似
1296590092,魔鬼中的天使（Cover田馥甄）,568741706,隔壁老樊-天分（隔壁老樊remix）,相似
1308914382,去年夏天（Cover：王大毛）,568741706,隔壁老樊-天分（隔壁老樊remix）,相似
1334014549,千禧（Cover：徐秉龙）,568741706,隔壁老樊-天分（隔壁老樊remix）,相似
463425497,不找了（Cover：郭旭）,568741706,隔壁老樊-天分（隔壁老樊remix）,相似
565200659,后来（Cover刘若英）,568741706,隔壁老樊-天分（隔壁老樊remix）,相似
1390025989,敬长安,1391441275,过命的弟兄,相似
1391433967,下雨的杭州,1391441275,过命的弟兄,相似
1389874526,再怎么爱,1391441275,过命的弟兄,相似
1391871327,还,1391441275,过命的弟兄,相似
1391891631,嗜好,1391441275,过命的弟兄,相似
560395415,如谁所愿demo,479107928,你是姑娘不是我的新娘,相似
1330551810,少年依然在,479107928,你是姑娘不是我的新娘,相似
1335350269,生而为人,479107928,你是姑娘不是我的新娘,相似
1316921651,亦是此间少年（demo）,479107928,你是姑娘不是我的新娘,相似
1300994613,那个女孩,479107928,你是姑娘不是我的新娘,相似
560395415,如谁所愿demo,1327199767,我曾Demo,相似
1306400549,写给黄淮（demo）,1327199767,我曾Demo,相似
1316921651,亦是此间少年（demo）,1327199767,我曾Demo,相似
1335350269,生而为人,1327199767,我曾Demo,相似
1340325158,十七,1327199767,我曾Demo,相似
560395415,如谁所愿demo,1359376992,雪暴,相似
1364123417,我们都是无名之辈,1359376992,雪暴,相似
1335350269,生而为人,1359376992,雪暴,相似
1316921651,亦是此间少年（demo）,1359376992,雪暴,相似
1373847551,晚婚（Cover：隔壁老樊）,1359376992,雪暴,相似
1359376992,雪暴,560395415,如谁所愿demo,相似
1330551810,少年依然在,560395415,如谁所愿demo,相似
1316921651,亦是此间少年（demo）,560395415,如谁所愿demo,相似
1335350269,生而为人,560395415,如谁所愿demo,相似
1344814341,有可能的夜晚,560395415,如谁所愿demo,相似
1336856778,我曾（伴奏）,1345693402,多想在平庸的生活拥抱你（伴奏）,相似
1356350562,这一生关于你的风景,1345693402,多想在平庸的生活拥抱你（伴奏）,相似
1335350269,生而为人,1345693402,多想在平庸的生活拥抱你（伴奏）,相似
1331819951,像鱼,1345693402,多想在平庸的生活拥抱你（伴奏）,相似
1373847551,晚婚（Cover：隔壁老樊）,1345693402,多想在平庸的生活拥抱你（伴奏）,相似
1345693402,多想在平庸的生活拥抱你（伴奏）,1336856778,我曾（伴奏）,相似
1356350562,这一生关于你的风景,1336856778,我曾（伴奏）,相似
1335350269,生而为人,1336856778,我曾（伴奏）,相似
1373847551,晚婚（Cover：隔壁老樊）,1336856778,我曾（伴奏）,相似
1331819951,像鱼,1336856778,我曾（伴奏）,相似
1336856778,我曾（伴奏）,1383925726,这一生关于你的风景（伴奏）,相似
1356350562,这一生关于你的风景,1383925726,这一生关于你的风景（伴奏）,相似
1335350269,生而为人,1383925726,这一生关于你的风景（伴奏）,相似
1331819951,像鱼,1383925726,这一生关于你的风景（伴奏）,相似
1365393542,孤身,1383925726,这一生关于你的风景（伴奏）,相似
1400050990,初秋和你（伴奏）,1405318715,我的姑娘她在远方（伴奏）,相似
1356350562,这一生关于你的风景,1405318715,我的姑娘她在远方（伴奏）,相似
1335350269,生而为人,1405318715,我的姑娘她在远方（伴奏）,相似
1331819951,像鱼,1405318715,我的姑娘她在远方（伴奏）,相似
1400256289,你的答案,1405318715,我的姑娘她在远方（伴奏）,相似
1356499057,你的姑娘（伴奏）,1365225156,四块五（伴奏）,相似
1366540665,关于孤独我想说的话（女声）（Cover：隔壁老樊）,1365225156,四块五（伴奏）,相似
1354430337,我曾(伤感版）（Cover：隔壁老樊）,1365225156,四块五（伴奏）,相似
1367988918,多想在平庸的生活拥抱你（Cover：隔壁老樊）,1365225156,四块五（伴奏）,相似
1358852212,彷而不惶（Cover：隔壁老樊）,1365225156,四块五（伴奏）,相似
1334297075,世本常态（伴奏）,1356499057,你的姑娘（伴奏）,相似
1354771268,世本常态（Cover：隔壁老樊）,1356499057,你的姑娘（伴奏）,相似
1373847551,晚婚（Cover：隔壁老樊）,1356499057,你的姑娘（伴奏）,相似
1356350562,这一生关于你的风景,1356499057,你的姑娘（伴奏）,相似
1335350269,生而为人,1356499057,你的姑娘（伴奏）,相似
1394169342,我和我的祖国(伴奏),1400050990,初秋和你（伴奏）,相似
1356350562,这一生关于你的风景,1400050990,初秋和你（伴奏）,相似
1335350269,生而为人,1400050990,初秋和你（伴奏）,相似
1331819951,像鱼,1400050990,初秋和你（伴奏）,相似
1365393542,孤身,1400050990,初秋和你（伴奏）,相似
1325484614,姬和不如(伴奏),1346104135,关于孤独我想说的话（伴奏）,相似
1373847551,晚婚（Cover：隔壁老樊）,1346104135,关于孤独我想说的话（伴奏）,相似
1354771268,世本常态（Cover：隔壁老樊）,1346104135,关于孤独我想说的话（伴奏）,相似
1335350269,生而为人,1346104135,关于孤独我想说的话（伴奏）,相似
1356350562,这一生关于你的风景,1346104135,关于孤独我想说的话（伴奏）,相似
1334297075,世本常态（伴奏）,1325484614,姬和不如(伴奏),相似
1373847551,晚婚（Cover：隔壁老樊）,1325484614,姬和不如(伴奏),相似
1335350269,生而为人,1325484614,姬和不如(伴奏),相似
1356350562,这一生关于你的风景,1325484614,姬和不如(伴奏),相似
1354771268,世本常态（Cover：隔壁老樊）,1325484614,姬和不如(伴奏),相似
1392970602,失乐（伴奏）,1394169342,我和我的祖国(伴奏),相似
1356350562,这一生关于你的风景,1394169342,我和我的祖国(伴奏),相似
1335350269,生而为人,1394169342,我和我的祖国(伴奏),相似
1331819951,像鱼,1394169342,我和我的祖国(伴奏),相似
1365393542,孤身,1394169342,我和我的祖国(伴奏),相似
1359382346,雪暴-伴奏,1361195410,游-伴奏,相似
1354771268,世本常态（Cover：隔壁老樊）,1361195410,游-伴奏,相似
1373847551,晚婚（Cover：隔壁老樊）,1361195410,游-伴奏,相似
1335350269,生而为人,1361195410,游-伴奏,相似
1356350562,这一生关于你的风景,1361195410,游-伴奏,相似
1325484614,姬和不如(伴奏),1334297075,世本常态（伴奏）,相似
1373847551,晚婚（Cover：隔壁老樊）,1334297075,世本常态（伴奏）,相似
1354771268,世本常态（Cover：隔壁老樊）,1334297075,世本常态（伴奏）,相似
1335350269,生而为人,1334297075,世本常态（伴奏）,相似
1356350562,这一生关于你的风景,1334297075,世本常态（伴奏）,相似
1359382346,雪暴-伴奏,1373246101,得不到你（伴奏）,相似
1373847551,晚婚（Cover：隔壁老樊）,1373246101,得不到你（伴奏）,相似
1335350269,生而为人,1373246101,得不到你（伴奏）,相似
1356350562,这一生关于你的风景,1373246101,得不到你（伴奏）,相似
1300994613,那个女孩,1373246101,得不到你（伴奏）,相似
1361195410,游-伴奏,1359382346,雪暴-伴奏,相似
1354771268,世本常态（Cover：隔壁老樊）,1359382346,雪暴-伴奏,相似
1373847551,晚婚（Cover：隔壁老樊）,1359382346,雪暴-伴奏,相似
1335350269,生而为人,1359382346,雪暴-伴奏,相似
1356350562,这一生关于你的风景,1359382346,雪暴-伴奏,相似
1394169342,我和我的祖国(伴奏),1392970602,失乐（伴奏）,相似
1356350562,这一生关于你的风景,1392970602,失乐（伴奏）,相似
1335350269,生而为人,1392970602,失乐（伴奏）,相似
1331819951,像鱼,1392970602,失乐（伴奏）,相似
1365393542,孤身,1392970602,失乐（伴奏）,相似
1359382346,雪暴-伴奏,1379458217,如谁所愿（伴奏）,相似
1373847551,晚婚（Cover：隔壁老樊）,1379458217,如谁所愿（伴奏）,相似
1356350562,这一生关于你的风景,1379458217,如谁所愿（伴奏）,相似
1335350269,生而为人,1379458217,如谁所愿（伴奏）,相似
1331819951,像鱼,1379458217,如谁所愿（伴奏）,相似
1407551413,麻雀,1374056689,陪你去流浪,相似
1407214788,二零三,1374056689,陪你去流浪,相似
1406642934,我要找到你,1374056689,陪你去流浪,相似
1386259535,飞,1374056689,陪你去流浪,相似
1404906595,没有理由,1374056689,陪你去流浪,相似
1374051000,木偶人,417859631,我好像在哪见过你,相似
441491828,水星记,417859631,我好像在哪见过你,相似
108390,说谎,417859631,我好像在哪见过你,相似
1293886117,年少有为,417859631,我好像在哪见过你,相似
514761281,白羊,417859631,我好像在哪见过你,相似
32507038,演员,27890306,意外,相似
1293886117,年少有为,27890306,意外,相似
1336856777,我曾,27890306,意外,相似
534542079,侧脸,27890306,意外,相似
441491828,水星记,27890306,意外,相似
1374061038,笑场,1374051000,木偶人,相似
554241732,我的名字,1374051000,木偶人,相似
1359356908,晚安,1374051000,木偶人,相似
1365393542,孤身,1374051000,木偶人,相似
1356350562,这一生关于你的风景,1374051000,木偶人,相似
32192436,绅士,32507038,演员,相似
1293886117,年少有为,32507038,演员,相似
553755659,可不可以,32507038,演员,相似
28285910,岁月神偷,32507038,演员,相似
449818741,光年之外,32507038,演员,相似
1374061038,笑场,1374056687,病态,相似
1391891631,嗜好,1374056687,病态,相似
1388357890,圈住你,1374056687,病态,相似
1383876635,迷人的危险,1374056687,病态,相似
502043537,第三人称,1374056687,病态,相似
1374056687,病态,1374061038,笑场,相似
502043537,第三人称,1374061038,笑场,相似
1387152054,无名之辈,1374061038,笑场,相似
1383876635,迷人的危险,1374061038,笑场,相似
1365393542,孤身,1374061038,笑场,相似
32192436,绅士,27955653,你还要我怎样,相似
1293886117,年少有为,27955653,你还要我怎样,相似
108390,说谎,27955653,你还要我怎样,相似
29814898,可惜没如果,27955653,你还要我怎样,相似
1336856777,我曾,27955653,你还要我怎样,相似
557583281,哑巴,1334647784,天份,相似
1293886117,年少有为,1334647784,天份,相似
441491828,水星记,1334647784,天份,相似
1336856777,我曾,1334647784,天份,相似
551816010,我们,1334647784,天份,相似
32507038,演员,471385043,暧昧,相似
1293886117,年少有为,471385043,暧昧,相似
441491828,水星记,471385043,暧昧,相似
28285910,岁月神偷,471385043,暧昧,相似
108390,说谎,471385043,暧昧,相似
32507038,演员,32192436,绅士,相似
1293886117,年少有为,32192436,绅士,相似
108390,说谎,32192436,绅士,相似
553755659,可不可以,32192436,绅士,相似
1336856777,我曾,32192436,绅士,相似
27955653,你还要我怎样,415792881,刚刚好,相似
1293886117,年少有为,415792881,刚刚好,相似
553755659,可不可以,415792881,刚刚好,相似
108390,说谎,415792881,刚刚好,相似
28285910,岁月神偷,415792881,刚刚好,相似
32192436,绅士,27955654,其实,相似
1370047789,我走后,27955654,其实,相似
441491828,水星记,27955654,其实,相似
108390,说谎,27955654,其实,相似
1359356908,晚安,27955654,其实,相似
471385043,暧昧,468517654,动物世界,相似
1293886117,年少有为,468517654,动物世界,相似
441491828,水星记,468517654,动物世界,相似
1336856777,我曾,468517654,动物世界,相似
411214279,雅俗共赏,468517654,动物世界,相似
27955653,你还要我怎样,169185,认真的雪,相似
1293886117,年少有为,169185,认真的雪,相似
108390,说谎,169185,认真的雪,相似
569213220,像我这样的人,169185,认真的雪,相似
1336856777,我曾,169185,认真的雪,相似
557583281,哑巴,516657051,像风一样,相似
1293886117,年少有为,516657051,像风一样,相似
441491828,水星记,516657051,像风一样,相似
108390,说谎,516657051,像风一样,相似
28285910,岁月神偷,516657051,像风一样,相似
1374061036,这么久没见,1374061028,慢半拍,相似
554241732,我的名字,1374061028,慢半拍,相似
1359356908,晚安,1374061028,慢半拍,相似
1365393542,孤身,1374061028,慢半拍,相似
1365898499,失眠飞行,1374061028,慢半拍,相似
574921549,怪咖,557583281,哑巴,相似
1293886117,年少有为,557583281,哑巴,相似
441491828,水星记,557583281,哑巴,相似
108390,说谎,557583281,哑巴,相似
553755659,可不可以,557583281,哑巴,相似
1374061038,笑场,1374061036,这么久没见,相似
502043537,第三人称,1374061036,这么久没见,相似
1365393542,孤身,1374061036,这么久没见,相似
1359356908,晚安,1374061036,这么久没见,相似
554241732,我的名字,1374061036,这么久没见,相似
557583281,哑巴,574921549,怪咖,相似
441491828,水星记,574921549,怪咖,相似
1370047789,我走后,574921549,怪咖,相似
1293886117,年少有为,574921549,怪咖,相似
1359356908,晚安,574921549,怪咖,相似
27955654,其实,27955658,方圆几里,相似
1293886117,年少有为,27955658,方圆几里,相似
108390,说谎,27955658,方圆几里,相似
441491828,水星记,27955658,方圆几里,相似
1336856777,我曾,27955658,方圆几里,相似
32507038,演员,27808044,丑八怪,相似
27678655,李白,27808044,丑八怪,相似
449818741,光年之外,27808044,丑八怪,相似
1330348068,起风了,27808044,丑八怪,相似
418603445,重返十七岁(新版),27808044,丑八怪,相似
1374056687,病态,1374056688,尘,相似
1397105439,雨幕,1374056688,尘,相似
1397674264,偏爱,1374056688,尘,相似
1396568325,那女孩对我说（女生正式版）,1374056688,尘,相似
1385856956,太阳,1374056688,尘,相似
27955658,方圆几里,35528482,一半,相似
1293886117,年少有为,35528482,一半,相似
441491828,水星记,35528482,一半,相似
108390,说谎,35528482,一半,相似
418603445,重返十七岁(新版),35528482,一半,相似
515803379,别,1294910785,最好,相似
551816010,我们,1294910785,最好,相似
518686034,戒烟,1294910785,最好,相似
441491828,水星记,1294910785,最好,相似
108390,说谎,1294910785,最好,相似
35528482,一半,32507039,下雨了,相似
418603445,重返十七岁(新版),32507039,下雨了,相似
441491828,水星记,32507039,下雨了,相似
108390,说谎,32507039,下雨了,相似
1293886117,年少有为,32507039,下雨了,相似
571340283,那是你离开了北京的生活,557581967,肆无忌惮,相似
518686034,戒烟,557581967,肆无忌惮,相似
441491828,水星记,557581967,肆无忌惮,相似
551816010,我们,557581967,肆无忌惮,相似
108390,说谎,557581967,肆无忌惮,相似
1294910785,最好,515803379,别,相似
551816010,我们,515803379,别,相似
518686034,戒烟,515803379,别,相似
562594267,成全,515803379,别,相似
29759733,可乐,515803379,别,相似
557581967,肆无忌惮,571340283,那是你离开了北京的生活,相似
441491828,水星记,571340283,那是你离开了北京的生活,相似
1293886117,年少有为,571340283,那是你离开了北京的生活,相似
551816010,我们,571340283,那是你离开了北京的生活,相似
418603445,重返十七岁(新版),571340283,那是你离开了北京的生活,相似
466122271,高尚,474567044,我害怕,相似
418603445,重返十七岁(新版),474567044,我害怕,相似
1293886117,年少有为,474567044,我害怕,相似
441491828,水星记,474567044,我害怕,相似
108390,说谎,474567044,我害怕,相似
27955656,有没有,27955652,等我回家,相似
418603445,重返十七岁(新版),27955652,等我回家,相似
1293886117,年少有为,27955652,等我回家,相似
441491828,水星记,27955652,等我回家,相似
108390,说谎,27955652,等我回家,相似
474567044,我害怕,466122271,高尚,相似
418603445,重返十七岁(新版),466122271,高尚,相似
1293886117,年少有为,466122271,高尚,相似
441491828,水星记,466122271,高尚,相似
108390,说谎,466122271,高尚,相似
518894283,骆驼,525241230,狐狸,相似
418603445,重返十七岁(新版),525241230,狐狸,相似
1293886117,年少有为,525241230,狐狸,相似
441491828,水星记,525241230,狐狸,相似
108390,说谎,525241230,狐狸,相似
27955652,等我回家,27955656,有没有,相似
418603445,重返十七岁(新版),27955656,有没有,相似
1293886117,年少有为,27955656,有没有,相似
441491828,水星记,27955656,有没有,相似
108390,说谎,27955656,有没有,相似
466122271,高尚,412902689,初学者,相似
418603445,重返十七岁(新版),412902689,初学者,相似
1293886117,年少有为,412902689,初学者,相似
449818741,光年之外,412902689,初学者,相似
29004400,烟火里的尘埃,412902689,初学者,相似
525241230,狐狸,553543014,摩天大楼,相似
418603445,重返十七岁(新版),553543014,摩天大楼,相似
1318235595,耳朵,553543014,摩天大楼,相似
551816010,我们,553543014,摩天大楼,相似
1334659052,我要给世界最悠长的湿吻,553543014,摩天大楼,相似
169140,几个你,169137,我知道你都知道,相似
418603445,重返十七岁(新版),169137,我知道你都知道,相似
1293886117,年少有为,169137,我知道你都知道,相似
108390,说谎,169137,我知道你都知道,相似
441491828,水星记,169137,我知道你都知道,相似
517571371,渡,518894283,骆驼,相似
418603445,重返十七岁(新版),518894283,骆驼,相似
518686034,戒烟,518894283,骆驼,相似
441491828,水星记,518894283,骆驼,相似
108390,说谎,518894283,骆驼,相似
35288183,小孩,33071053,为了遇见你,相似
418603445,重返十七岁(新版),33071053,为了遇见你,相似
1293886117,年少有为,33071053,为了遇见你,相似
441491828,水星记,33071053,为了遇见你,相似
108390,说谎,33071053,为了遇见你,相似
35288183,小孩,429450375,来日方长,相似
418603445,重返十七岁(新版),429450375,来日方长,相似
169137,我知道你都知道,169140,几个你,相似
418603445,重返十七岁(新版),169140,几个你,相似
1293886117,年少有为,169140,几个你,相似
441491828,水星记,169140,几个你,相似
108390,说谎,169140,几个你,相似
517571371,渡,520458481,背过手,相似
418603445,重返十七岁(新版),520458481,背过手,相似
1293886117,年少有为,520458481,背过手,相似
441491828,水星记,520458481,背过手,相似
1336856777,我曾,520458481,背过手,相似
517571371,渡,443277013,火星人来过,相似
418603445,重返十七岁(新版),443277013,火星人来过,相似
518686034,戒烟,443277013,火星人来过,相似
412902950,最佳歌手,443277013,火星人来过,相似
441491828,水星记,443277013,火星人来过,相似
35288183,小孩,421160838,花儿和少年,相似
418603445,重返十七岁(新版),421160838,花儿和少年,相似
1375117889,沙漠里的蚂蚁,421160838,花儿和少年,相似
1388172072,口袋里的秘密,421160838,花儿和少年,相似
1388774367,淑文,421160838,花儿和少年,相似
520458481,背过手,517571371,渡,相似
418603445,重返十七岁(新版),517571371,渡,相似
1293886117,年少有为,517571371,渡,相似
441491828,水星记,517571371,渡,相似
1336856777,我曾,517571371,渡,相似
27955655,我想起你了,35288183,小孩,相似
418603445,重返十七岁(新版),35288183,小孩,相似
518686034,戒烟,35288183,小孩,相似
441491828,水星记,35288183,小孩,相似
108390,说谎,35288183,小孩,相似
27955655,我想起你了,169152,未完成的歌,相似
418603445,重返十七岁(新版),169152,未完成的歌,相似
493663223,树读,169152,未完成的歌,相似
1375117889,沙漠里的蚂蚁,169152,未完成的歌,相似
562594264,十七岁的夏天,169152,未完成的歌,相似
27955655,我想起你了,418603445,重返十七岁(新版),相似
27955651,潮流季,27955655,我想起你了,相似
418603445,重返十七岁(新版),27955655,我想起你了,相似
526652379,梦银河,27955655,我想起你了,相似
518686034,戒烟,27955655,我想起你了,相似
441491828,水星记,27955655,我想起你了,相似
27955655,我想起你了,27955651,潮流季,相似
418603445,重返十七岁(新版),27955651,潮流季,相似
1317457388,明天你好(Live),27955651,潮流季,相似
1293886117,年少有为,27955651,潮流季,相似
441491828,水星记,27955651,潮流季,相似
1404885266,下山,1407551413,麻雀,相似
1374056689,陪你去流浪,1407551413,麻雀,相似
1386259535,飞,1407551413,麻雀,相似
1405283464,句号,1407551413,麻雀,相似
1404906595,没有理由,1407551413,麻雀,相似
569213220,像我这样的人,1293886117,年少有为,相似
441491828,水星记,1293886117,年少有为,相似
1330348068,起风了,1293886117,年少有为,相似
1336856777,我曾,1293886117,年少有为,相似
574566207,盗将行,1293886117,年少有为,相似
1293886117,年少有为,133998,老街,相似
28285910,岁月神偷,133998,老街,相似
569213220,像我这样的人,133998,老街,相似
441491828,水星记,133998,老街,相似
553755659,可不可以,133998,老街,相似
1293886117,年少有为,518686034,戒烟,相似
441491828,水星记,518686034,戒烟,相似
108390,说谎,518686034,戒烟,相似
553755659,可不可以,518686034,戒烟,相似
534542079,侧脸,518686034,戒烟,相似
133998,老街,31654343,不将就,相似
108390,说谎,31654343,不将就,相似
569213220,像我这样的人,31654343,不将就,相似
28563317,阴天快乐,31654343,不将就,相似
