id,name,lyric
1392971370,失乐,作曲:隔壁老樊*-*作词:隔壁老樊*-*制作人：段小林*-*编曲：黄超*-*吉他：黄超*-*鼓手：郝稷伦*-*贝斯：韩阳*-*和声：金天*-*大提琴：张平*-*混音：段小林*-*录音：甄浩*-*设计：蒋爱珍*-*录音棚：北京好听音乐录音棚*-*出品：北京好听音乐科技有限公司*-*在分开那一刻我们微笑着*-*慢慢忘记从前的快乐*-*在某一个角落我们哭丧着*-*说着我也曾很洒脱*-*你走的时候请你别带走我的快乐*-*岁月匆匆我们去经历时间的折磨*-*分离那一刻你的回眸是我放不下的过错*-*你说我们会不会好过*-*你走的时候我的生活全都凋落*-*明明不该说却还是控制不了的啰嗦*-*往后只有一个人和孤单单的是非对错*-*不要你说我丢掉了快乐*-*塞满回忆的不可得我们都要忘记了*-*我们也走过属于我们的生活*-*你走的时候请你别带走我的快乐*-*岁月匆匆我们只经历时间的折磨*-*分离那一刻你的回眸是我放不下的过错*-*你说我们会不会好过*-*你走的时候我的生活全都凋落*-*明明不该说却还是控制不了的啰嗦*-*往后只有一个人和孤单单的是非对错*-*不要你说我丢掉了快乐*-*
1309130038,幻听（Cover：许嵩）,[by:罗马万民]*-*作曲:许嵩*-*作词:许嵩*-*在远方的时候*-*又想你到泪流*-*这矫情的措辞结构*-*经历过的人会懂*-*那些不堪言的疼痛*-*也就是我自作自受*-*你没有装聋*-*你真没感动*-*一个人的时候*-*偷偷看你的微博*-*你转播的歌好耳熟*-*我们坐一起听过*-*当日嫌它的唱法做作*-*现在听起来竟然很生动*-*可能是时光让耳朵变得宽容*-*如今一个人听歌总是会觉得失落*-*幻听你在我的耳边轻轻诉说*-*夜色多温柔*-*你有多爱我*-*如今一个人听歌总是会觉得难过*-*爱已不在这里我却还没走脱*-*列表里的歌*-*随过往流动*-*一个人的时候*-*偷偷看你的微博*-*你每天做了些什么*-*我都了然于胸*-*当时嫌你的蠢话太多*-*现在回想起画面已泛旧*-*可能是孤独让情绪变得宽容*-*如今一个人听歌总是会觉得失落*-*幻听你在我的耳边轻轻诉说*-*夜色多温柔*-*你有多爱我*-*如今一个人听歌总是会觉得难过*-*爱已不在这里我却还没走脱*-*列表里的歌*-*随过往流动*-*如今一个人听歌总是会觉得失落*-*幻听你在我的耳边轻轻诉说*-*夜色多温柔*-*你有多爱我*-*如今一个人听歌总是会觉得难过*-*爱已不在这里我却还没走脱*-*如果你回头*-*不要放下我*-*
1400050991,初秋和你,作曲:隔壁老樊*-*作词:隔壁老樊*-*制作人：段小林*-*编曲：黄超*-*吉他：黄超*-*鼓手：郝稷伦*-*贝斯：韩阳*-*混音：段小林*-*录音：肖惠洪士诚*-*设计：程广艳*-*录音棚：北京好听音乐录音棚*-*出品：北京好听音乐科技有限公司*-*我住在一座孤独的城北方向*-*路上的人也只剩下三三两两*-*我走在一条安静的小巷*-*留下一只猫*-*安逸的趴在屋顶上*-*这孤独的风啊*-*吹在看不清的她的脸庞*-*这放肆的太阳*-*照在她瘦弱的身上*-*这清澈的湖水*-*像她的眼睛一样透亮*-*这无奈的枫叶*-*一片片落在她的身旁*-**-*我住在一座孤独的城北方向*-*路上的人也只剩下三三两两*-*我走在一条安静的小巷*-*留下一只猫*-*安逸的趴在屋顶上*-*这孤独的人呐*-*迷失了自己的方向*-*这飘飘荡荡的日子何时才能结束这荒唐*-*那颗善良感恩的心呐*-*何时才能回到我的身旁*-*可怜可悲苍凉*-*这孤独的人呐*-*迷失了自己的方向*-*这飘飘荡荡的日子何时才能结束这蛮荒*-*那颗善良感恩的心呐*-*何时才能回到我的身旁*-*可怜可悲苍凉*-**-*
1334327077,世本常态,作曲:隔壁老樊*-*作词:隔壁老樊*-*制作人：段小林*-*编曲：黄超*-*吉他：黄超*-*古筝：尚靖雅*-*录音棚：北京好听音乐NiceTuneStudio*-*录音师：金冠宇/甄浩*-*混音师：段小林*-*出品：北京好听音乐科技有限公司*-**-*生而为人且善良长亦成芒*-*近我者本赤后刁我者无望*-*妒心人皆有之*-*怕容不下沧海灵诗*-*世间万物缓而长*-*愿他们永无止*-*苦苦念求写于宣纸*-*纵使岁月无情无意奔驰*-*有求于苍天必有出头之日*-*懒症发作就别讲光明之时*-*苦尽甘来定不负生而善之*-*苍茫落幕心系远方*-**-*生而为人且善良长亦成芒*-*近我者本赤后刁我者无望*-*妒心人皆有之*-*怕容不下沧海灵诗*-*世间万物缓而长*-*愿他们永无止*-*苦苦念求写于宣纸*-*纵使岁月无情无意奔驰*-*有求于苍天必有出头之日*-*懒症发作就别讲光明之时*-*苦尽甘来定不负生而善之*-*苍茫落幕心系远方*-**-*苦苦念求写于宣纸*-*纵使岁月无情无意奔驰*-*有求于苍天必有出头之日*-**-*懒症发作就别讲光明之时*-*苦尽甘来定不负生而善之*-*苍茫落幕心系远方*-*苍茫落幕心系远方*-*
1301212183,醒着醉（Cover：马良）,[by:十一画的往复]*-*站在公交车里*-*抓着摇曳的手环*-*我的命运啊*-*像他一样摇摆*-*抬头看见那*-*天边的晚霞*-*林深时见鹿*-*老树陪古屋*-*我遇见你*-*却没能让你留步*-*清晨时见雾*-*青草沾雨露*-*我爱上你*-*却没能把你留住*-*你别出现在我黎明的梦里*-*我怕我醒来就抱不到你*-*谁能给我麻木的酒*-*醒着醉*-*你别出现在我醉酒的夜里*-*我怕我狼狈的把你挽回*-*谁能给我麻木的酒*-*醒着醉*-*林深时见鹿*-*老树陪古屋*-*我遇见你*-*却没能让你留步*-*清晨时见雾*-*青草沾雨露*-*我爱上你*-*却没能把你留住*-*站在公交车里*-*抓着摇曳的手环*-*我的命运啊*-*像他一样摇摆*-*抬头看见那*-*天边的晚霞*-*
1346472029,不找了（Cover：郭旭）,我坐在角落*-*看霓虹闪烁*-*这个城市一如既往的寂寞*-*我知道我的世界*-*已经没有你了*-*过了这么多年*-*也应该忘了*-*时常会软弱*-*也总想洒脱*-*我那迟迟不来的爱情*-*你在哪儿啊*-*有时候张开怀抱*-*你才知道自己有多脆弱*-*总是习惯隐藏*-*不再乱想*-*不找了找不到的*-*你还在想些什么*-*这世界已经疯了*-*你就别再自找折磨*-*别找了找不到的*-*上帝已如此忙碌*-*该来她总会来的*-*别找了*-*时常会软弱*-*也总想洒脱*-*我那迟迟不来的爱情*-*你在哪儿啊*-*有时候张开怀抱*-*你才知道自己有多脆弱*-*总是习惯隐藏*-*不再乱想*-*不找了找不到的*-*你还在想些什么*-*这世界已经疯了*-*你就别再自找折磨*-*别找了找不到的*-*上帝已如此忙碌*-*该来她总会来的*-*别找了*-*不找了找不到的*-*你还在想些什么*-*这世界已经疯了*-*你却还在自找折磨*-*别找了找不到的*-*上帝已如此忙碌*-*该来她总会来的*-*别找了别找了找不到的*-*上帝已如此忙碌*-*该来她总会来的*-*别找了*-*
511124094,男孩（Cover梁博）,[by:一只酷炫的猫]*-*原唱：梁博*-*OP：北京少城时代文化发展有限公司*-*翻唱：*-*作曲:梁博*-*作词:梁博*-*曾经意外他和她相爱*-*再不会犹豫的时代*-*以为明白所以爱的痛快*-*一双手紧紧放不开*-*心中的执着与未来*-*忘不了你的爱*-*但结局难更改*-*我没能把你留下来*-*更不像他能给你*-*一个期待的未来*-*幼稚的男孩*-**-*你的关怀一直随身携带*-*无人的地方在打开*-*想问你现在*-*是否忧伤不在*-*像躺在阳光下的海*-*像用心涂抹的色彩*-*让你微笑起来勇敢起来*-*忘不了你的爱*-*但结局难更改*-*我没能把你留下来*-*更不像他能给你*-*一个期待的未来*-*幼稚的男孩*-**-*想你就现在*-*想你每当我又徘徊*-*所有遗憾的都不是未来*-*所有爱最后都难免逃不过伤害*-*不必在重来*-**-*现在我只希望疼痛来的更痛快*-*反正不能够重来*-*
1361195373,游,作曲:刘大明*-*作词:李明轩*-**-*遥想当日花冠与红绸*-*伊人堂前翩翩舞香袖*-*对月当歌喝尽杯中酒*-*轻舞漫步不识少年愁*-*少年游儿女情长他日欲说又还休*-*壮志酬功名就今朝白发落满头*-*海棠瘦东风无力白云一片空幽幽*-*易去难留在风花雪月后*-**-*而今烟雨茫茫笼小楼*-*窗外一江春水向东流*-*秋水望穿情意不再有*-*谁心负义谁心忘了收*-*少年游儿女情长他日欲说又还休*-*壮志酬功名就今朝白发落满头*-*海棠瘦东风无力白云一片空幽幽*-*易去难留在风花雪月后*-*少年游儿女情长他日欲说又还休*-*壮志酬功名就今朝白发落满头*-*海棠瘦东风无力白云一片空幽幽*-*易去难留在风花雪月后*-*易去难留在风花雪月后*-*总策划：唐晶晶*-*制作人：段小林*-*监制：姚政*-*企划：牛雪吟*-*编曲：闫津*-*鼓手：ChrisTrzcinski*-*贝斯：韩阳*-*吉他：黄超*-*古筝：丁雪儿*-*琵琶：佘恬恬*-*录音：金冠宇*-*混音：段小林*-*录音棚：北京好听音乐录音棚*-*封面设计：武中奇*-*网易云音乐特别企划“星辰集”出品*-*商务合作：indie@service.netease.com*-*
554095819,姬和不如demo,[by:药名为恨]*-*作曲:隔壁老樊*-*作词:隔壁老樊*-*踏过青山昨日的落魄*-*你扶楼阁弹一曲青涩*-*念及昨夜那场翻云覆雨的痛彻*-*你说人间苦难命也难逃折磨*-*苦难生活日日的落寞*-*我说万般皆是命是生活所迫*-*不如菩提树下割肉喂鹰*-*不如剃度出家斩断七情*-*不如别相逢不如别相遇*-*不如万劫不复了断性命*-*不如日照大地无天下四季*-*都不如不如陪着你*-*都不如不如陪着你*-*
546372110,四块五的妞demo,作曲:隔壁老樊*-*作词:隔壁老樊*-*天黑了你很忧愁*-*你说世界上*-*找不到四块五的妞儿*-*行走在凌晨两点的马路上*-*疲倦地拿着半盒黄鹤楼*-*你说可怜世间万物*-*没有四块五的妞*-*怎样了你兜里只剩五块出头*-*人生路长你说你想去看没有边际的海洋*-*那里可能会有三块五的海景房*-*怎样了你是否闲事悠悠*-*你说可能花完所有的钱就剩下一块六*-*就剩下一块六又到了难倒英雄汉的时候*-*傍晚的时候她的脸庞定格在你心头*-*人海茫茫她可能是你四块五的妞儿*-*幻想着终有一天会出头*-*终有人愿意做你四块五的妞儿*-*流浪吧流浪吧*-*在风雨交加的时候*-**-*
1390025989,敬长安,作曲:隔壁老樊*-*作词:隔壁老樊/林道影*-*制作人：段小林*-*编曲：王东宇.林逸航.*-*吉他：宋宇*-*混音：段小林*-*录音：甄浩*-*封面：蒋爱珍*-*录音室：北京好听音乐录音棚*-*出品：北京好听音乐科技有限公司*-*我站在长安城外看着古老的城墙*-*我们也各自安好也许各自彷徨*-*路上的人来来往往*-*是否模糊了梦想*-*我们都喜欢走在路上*-*一个人的梦想一个人的远方*-*我们不该平凡的活在世上*-*我们不该忘记来时的模样*-*我们不该把自己困在梦中的远方*-*我们不该找不到想去的地方*-*我们不该放肆的浪费时光*-*用人间烟火梦回大唐*-*我站在孤独的身旁也许是巨人的肩膀*-*我明白人生的渴望抛开击溃的模样*-*路上的人来来往往是否模糊了梦想*-*我们都喜欢走在路上*-*一个人的梦想一个人的远方*-*我们不该平凡的活在世上*-*我们不该忘记来时的模样*-*我们不该把自己困在梦中的远方*-*我们不该找不到想去的地方*-*我们不该平凡的活在世上*-*我们不该忘记来时的模样*-*我们不该把自己困在梦中的远方*-*我们不该找不到想去的地方*-*我们不该放任内心一片迷茫*-*就算平庸冥冥之中*-*
1317529766,关于孤独我想说的话Demo,[by:双鱼座的小金牛]*-*作曲:隔壁老樊*-*作词:隔壁老樊*-**-*我一个人走夜路回家*-*一个人醉倒在沙发*-*我一个人的时候*-*也偶尔和自己说说话*-*我一个人也害怕*-*我把床头摆满了娃娃*-*我怕我有一天我不知道哪里才是我的家*-**-*我在开了灯的床头下*-*想问问自己的心啊*-*是不是当初也不想让别人看自己的笑话*-*我在拆散自己的谎话*-*当初不应该说不爱她*-*如果我们真的有明天还不过是相爱相杀*-**-*我在开了灯的床头下*-*想问问自己的心啊*-*是不是当初也不想让别人看自己的笑话*-*我在拆散自己的谎话*-*当初不应该说不爱她*-*如果我们真的有明天还不过是相爱相杀*-**-*我一个人走夜路回家*-*一个人醉倒在沙发*-*我一个人的时候*-*也偶尔和自己说说话*-*我一个人也害怕*-*我把床头摆满了娃娃*-*我怕我有一天我不知道哪里才是我的家*-**-*
1379445889,如谁所愿,作曲:隔壁老樊*-*作词:隔壁老樊*-*制作人：段小林*-*编曲：黄超*-*鼓手：郝稷伦*-*贝斯：韩阳*-*吉他：黄超*-*大提：张平*-*录音：张明懂*-*混音：段小林*-*封面设计：蒋爱珍*-*录音棚：北京好听音乐录音棚*-*出品：北京好听音乐科技有限公司*-**-*结婚的时候记得送我请柬*-*然后记得为我摆宴*-*等你的孩子到了百天*-*就让我再和你说一遍*-*祝你幸福如你所愿*-*就在他为你赴汤蹈火那一天*-*分开以后你懂得了勤俭*-*也不再让人讨厌*-*我想唱一首最苦的情歌*-*我想告诉你说我们真的很难得*-*我想把我荒唐的梦都打破*-*也不过回归自己的生活*-**-*请柬是注意安全*-*摆宴是如你所愿*-*不甘是一眼万年*-*心酸是思念的甜*-*我想唱一首最苦的情歌*-*我想告诉你说我们真的很难得*-*我想把我荒唐的梦都打破*-*也不过回归自己的生活*-*我想唱一首最苦的情歌*-*我想告诉你说我们真的很难得*-*我想把我荒唐的梦都打破*-*也不过回归自己的生活*-**-*
1296590092,魔鬼中的天使（Cover田馥甄）,[by:反思_]*-*作曲:无*-*作词:无*-*把太细的神经割掉*-*会不会比较睡得着*-*我的心有座灰色的监牢*-*关着一票黑色念头在吼叫*-*把太硬的脾气抽掉*-*会不会比较被明了*-*你可以重重把我给打倒*-*但是想都别想我求饶*-*你是魔鬼中的天使*-*所以送我心碎的方式*-*是让我笑到最后一秒为止*-*才发现自己胸口插了一把刀子*-*你是魔鬼中的天使*-*让恨变成太俗气的事*-*从眼里流下谢谢两个字*-*尽管叫我疯子*-*不准叫我傻子*-*把太硬的脾气抽掉*-*会不会比较被明了*-*你可以重重把我给打倒*-*但是想都别想我求饶*-*你是魔鬼中的天使*-*所以送我心碎的方式*-*是让我笑到最后一秒为止*-*才发现自己胸口插了一把刀子*-*你是魔鬼中的天使*-*让恨变成太俗气的事*-*从眼里流下谢谢两个字*-*尽管叫我疯子*-*不准叫我傻子*-*你是魔鬼中的天使*-*所以送我心碎的方式*-*是让我笑到最后一秒为止*-*才发现自己胸口插了一把刀子*-*你是魔鬼中的天使*-*让恨变成太俗气的事*-*从眼里流下谢谢两个字*-*尽管叫我疯子*-*不准叫我傻子*-*
1327196794,多想在平庸的生活拥抱你demo,[by:keepthedream]*-*作曲:隔壁老樊*-*作词:隔壁老樊*-**-*世界上有很多的东西你生不带来死不带去*-*你能带走的只有自己和自己的脾气*-*你曾拥有过最美的爱情听过最美丽的旋律*-*触摸过一个人孤独的恐惧也看到过最美的风景*-*我跌跌撞撞奔向你你也不能一个人离去*-*我们在一起说过无论如何一起经历了风雨*-*平平淡淡安安静静的老去*-*我怀着一颗忐忑不安真心想和你保留最珍贵的回忆*-*我们拼命的相拥不给孤独留余地*-*无力是我们最后难免的结局*-*无力是我们最后难免的结局*-*
