id,name
12131566,CLOUDWANG
13226406,JKLEE
13228424,GC国丞
12931752,BBT
3685,林宥嘉
7216,陈珊妮
31051426,杨胖雨
31668975,Lambert
28416044,野小马
1172023,刘至佳
31880229,石玺彤
12610360,七口kiko
12270985,十七草
12271399,Kinggoldchains
12037062,NaCho
30234153,熊猫五分裤
12904290,王恩信Est
12923493,二胖u
12134076,梁老师Tsong
12336251,tripley
13794347,Forty_G（马振杰）
28175927,六一船长
12287018,王晨宇IceCraz
1007170,陈粒
12007278,粒粒
28103230,蔡维泽
12487045,尹毓恪
12487016,赵英博
30627660,王加一
12474633,杨梓鑫
12488021,聚来提
12488048,王广允
12487019,洪雨雷
12463381,赵晔
12488044,贾昱
12488049,王梓宁
12488046,陈玮镔
12488022,黄榕生
1158062,养鸡YoungG
5538,汪苏泷
11097,By2
5929,徐良
28900376,刘乐瑶
12312068,周洁琼
1049172,吴映洁
30284835,枯木逢春
32399227,王巨星
13608761,尚士达
7779,高慧君
8918,梅艳芳
9504,汤宝如
9968,徐小凤
2853,关正杰
3698,罗文
8304,邝美云
10238,叶丽仪
5782,许冠杰
3723,吕方
8336,林忆莲
6457,张国荣
10209,叶蒨文
2115,陈百强
4711,区瑞强
3697,卢冠廷
7225,陈慧娴
29392693,解忧邵帅
12275389,沈虫虫
13681463,崔铭嘉
30207301,蓝心羽
12601584,黄唯铭
31154265,Joysa
30648474,可能是雨雨
33036225,热心市民谈阿姨
1198071,HOPE-T
12077115,CLARE
29840340,八连杀
12056052,小猪迷糊糊
1158066,Worezh
225978,JOEWANG
12001195,DiESi
12060043,JiaoYanpears
1038374,iMoon
12084497,宝石gem
12128275,吾人文化_莲花
12200580,Mercy
12119152,夜楠H.
804418,Allen
12127910,SuperDeep
12071101,志国夜总会
787166,王骞Boc
787035,依兴驰
12479807,N1FT
12276375,NINEONE
12078223,东青组
12026317,G-Loco
1047034,曹石
29944800,"huan,莲花，flyindog,mai,noodle"
29972340,宝石gem，莲花
30413167,宝石gem，mai
2843,郭顶
72720,RachaelYamagata
1024308,张碧晨
9203,戚薇
166018,吉克隽逸
3700,李泉
6472,张杰
847107,谢帝
10561,张靓颖
6068,杨坤
5234,佟大为
6684,郑元畅
1087560,朱亚文
963409,陈学冬
8327,李宇春
4938,苏醒
5370,王栎鑫
9489,谭维维
9941,许飞
8413,厉娜
171008,朱梓骁
10970,郑爽
6076,俞灏明
13584,至上励合
10750,曾轶可
8220,江映蓉
8614,李霄云
8334,刘惜君
12258996,LOKEY低调组合
12136078,葛东琪
6731,赵雷
4393,李代沫
3764,罗中旭
5357,伍思凯
8177,纪丹迪
166009,吴莫愁
894070,熊猫团PandaBros
7652,范玮琪
3090,何炅
12514278,那吾克热-NW
13058503,尤长靖
13056440,陈立农
13056453,李权哲
12773144,韩沐伯
13057513,朱正廷
13056454,灵超
13056459,木子洋
13056466,杨非同
13056456,陆定昊
12054456,董又霖
12493781,LilGhost小鬼
13057497,黄明昊(Justin)
13057511,郑艺彬
13057676,李希侃
13058487,毕雯珺
13058498,林彦俊
13059447,林超泽
12118230,钱正昊
12120150,朱星杰
12775210,秦奋
12932368,蔡徐坤
13056442,范丞丞
13058488,卜凡
13059454,徐圣恩
13058505,周锐
13056441,邓烺怡
13059448,吕晨瑜
12796041,胡一天
31156486,仝卓
12462214,王鹤棣
4755,品冠
29069586,王小帅
27868624,KnowKnow
12002201,HigherBrothers
1083118,王嘉尔
1132392,马思唯
12200400,BABYBO
29303235,PSY.P
30003804,404RAPPER
29304235,Melo
31716141,ICEProud
14807229,8uck
1086078,Ty.
187903,Mc光光
12236269,高天佐Trouble.Z
12503028,PeterFish
12039173,李尔新
12345081,学校男孩kK
12087155,J.Mag
14920045,YoungT
12285528,Toy周顺
52446,Cola
12701649,￥oungz
12768886,Looking
12923369,Wi-Fire
29398522,舰长
12528836,WI$LDIN
12344774,BVL(BeverlyMusic)
13794294,Phone$吴俊峰
13448149,KO;NE
12407971,何点儿suhe
32505623,VIKsauce
12371234,BassJ
30700280,HesitantBoi
32682222,BIGBO$$
14080254,谭渊博
30616479,小咪
12934037,HeRo.H
5346,王力宏
8330,卢巧音
3256,黄明志
7662,范晓萱
9438,任家萱
3694,罗志祥
5196,陶喆
5360,吴宗宪
6075,庾澄庆
6452,周杰伦
6454,张信哲
6456,周华健
7219,蔡依林
7220,蔡琴
8331,李玟
9102,彭佳慧
9272,孙燕姿
9273,顺子
9487,陶晶莹
9612,温岚
9943,许茹芸
9945,萧亚轩
10559,张惠妹
11363,动力火车
12709,S.H.E
13283,信乐团
9946,徐若瑄
9106,彭羚
3692,林志炫
233773,徐倩雯
3100,黄中原
68091,Michelle
12994,脱拉库
8363,蓝心湄
6070,游鸿明
6485,赵牧阳
12121264,IcePaper
1199064,福克斯
12065015,XXLOKI
865007,法老
12264643,泥鳅Zinco
30475343,Coony
947031,于嘉萌
1087200,HASAThree
13415208,Max马俊
1194094,孤矢
33872026,Free-Out
12127507,Round_2
12227290,BigYear大年
1209050,LilHowcy
12193780,Kc
12287768,BustaZun
1124093,西奥Sio
12527222,LilWen
12873540,Wizi.
12148091,Hayrul海力
12003155,直火帮StraightFireGang
31010713,BEATSHARE
13057509,岳岳
187872,吴镇宇
4694,欧阳靖
12787978,李让同学
13059437,黄新淳
15022053,88rising
32624368,StephaniePoetri
13161102,AUGUST08
916113,GoldLink
537416,BamBam
12046879,有谦
12203295,Joji
12364156,SwaeLee
96309,MajorLazer
14055156,EddieSupa
12916250,StanSono
12024301,RichBrian
1203015,Dough-Boy
31153220,赖冠霖
12079186,AlRocco
12259963,FADERFAM
29500218,RED8红八
818678,宣美
649505,孟佳
10473,袁娅维
32528718,LilNei
1019031,王霏霏（Fei）
159634,白娥娟
6462,张敬轩
4947,孙耀威
8979,麦家瑜
9952,谢安琪
8337,梁文音
12200652,活死人
12851112,小李PISSY
12094558,Buzzy
13899303,杨和苏KeyNG
12092433,JarStick
1185047,龙崎
12287129,小精灵
12173394,咏者OGCJM
12038187,氧气哥YoungChigga
12157356,YLevoled
12294124,戾仁Lyrin
12099063,LilAndy
1049443,祁紫檀
12394426,李丁丁MIAAIM
12060060,OB03
12157298,刘炫廷
12193174,Capper
30747362,喉结蜥蜴
12349362,畸形儿-DeformedBoi
12039151,10K
1192131,韩旭
1153005,situasian张太郎
12276665,Swang多雷
32537205,马王HorseKing
12184568,卫彬月
31628139,紧急出口EXIT
12471974,Joannne
12605500,大傻DamnShine
12358200,Doooboi
12488150,L4WUDU
12084020,嘿人李逵Noisemakers
927045,单海锋
12703191,DIFF张毅
1039882,Nellee
13153646,K￥LLER
12204557,叶懿瓒
12473008,bzboy
12853799,宁大人
12853601,张迪
12185681,心妹
12466932,HeyBoy
12284097,YoungPaine
12065096,黄旭
12357157,新秀
792664,王大痣
12071015,SeanT肖恩恩
13200778,Vex
12193309,CREAMD
1043161,LilBoo
12788674,刘聪KEY.L
12923245,蕊boom-core
12324547,COIN.
28602303,陈阳
31255686,巧乐兹
5770,许巍
4721,朴树
13228454,蔡威泽
9278,宋祖英
1033013,嘻游记
3707,郎朗
189020,多明戈
6491,郑伊健
10571,郑秀文
3701,黎明
2852,郭富城
8385,李蕙敏
2844,古天乐
188046,叶蒨文
6464,张卫健
2522,杜德伟
2112,陈小春
5835,小黑
3627,康康
187190,叶童
4490,马浚伟
5356,吴奇隆
187050,李沁怡
8386,黎姿
2118,成龙
3688,刘欢
12091048,王泽科
29810013,优棠
12046852,方妍
1159101,$CC731
12453329,功夫胖KungFuPen
12127712,梁笑生AIRBUS130
12024274,Kafe.Hu
1153020,Kigga
13113369,JD
12059091,BBC
12493701,布瑞吉Bridge
12072073,GoshMusic
12085585,辛巴
12140012,Vico
12119618,派克特（PACT）
12419060,梦徐MX
1007061,Anti-General
1212034,Jr-Jasur
12077010,牧羊少年
12265481,Vyan
12499279,王嗣尧TURBO
6469,张宇
7896,黄小琥
9548,田馥甄
7063,A-Lin
9962,徐熙娣
6082,杨明煌
9951,辛晓琪
3716,林隆璇
10577,周慧敏
3057,黄舒骏
6500,张克帆
10573,张清芳
5199,邰正宵
8156,江淑娜
9275,苏慧伦
5197,童安格
7658,范文芳
2148,陈志朋
1030001,周深
1050465,Panta.Q
1058098,王晰
31508953,蔡程昱
12529717,鞠红川
893267,李琦
13683259,王凯
6471,朱七
3752,李维
29737127,格格酱
12308136,纳豆
6479,周柏豪
9615,吴雨霏
7409,岑宁儿
9605,卫兰
8665,连诗雅
31253654,井胧
784257,JonyJ
1204010,TizzyT
3066,胡彦斌
1079074,余佳运
1008034,鬼卞
12023517,宫阁
188141,满舒克
806147,UZ
12633236,P.O.E
12570153,浪子康
30038291,豪大大
28387245,安筱冷
32513670,林遇
31790957,祺明
1140028,承利
31137988,黄家旺
31264890,支柱
30602346,杨洪才
33013710,怡哥
33014461,陆子宏
32628542,Музыкамонарха
30647740,迷人苏刚
31032288,豪胖胖
31612046,小拾柒
31638608,颜小七
32487405,DJ成总
12288201,禹豪
31155608,袁朕
30004337,序先森Music
31093891,阿虾
12026202,戴尔基
9808,王胜娚
28304831,吕口口
13906123,张紫豪
12268138,ToddLi
31341548,Lacklustrr
12287589,张小晴
12272315,Cosy
7266,陈苑淇
768208,AGA
3073,黄凯芹
8391,刘小慧
7768,关淑怡
11265,草蜢
10617,周影
2130,蔡国权
7235,陈慧琳
1161116,苏紫旭
4171,刘昊霖
1183095,寒洛&鼓润
2448,曹秦
12264255,代鑫
1060132,柳爽
12965743,雨锟
30707234,梁琪
6183,袁景
1085116,张希
826336,马雨阳
12094584,杨猛
1199013,冯翔
1203045,艾热AIR
9939,弦子
10562,张韶涵
964108,吴亦凡
6453,张震岳
5768,萧敬腾
776875,刘宪华(Henry)
9957,徐洁儿
12432542,RickyKrystal
189907,吴昕
1150075,关晓彤
188202,唐志中
12292708,周思涵
12287118,Ayo97
12898527,顾帅Gs
29719970,顾帅
1210005,谭响TanX
12127455,Polk
12565130,Gm仙
12292307,陈近南
12768170,温热
12052056,Fi9江澈
12050068,刘雅倩BAT
12119569,李迦南Doc
12138252,张雪飞
12056024,Birck
12538467,千里狗
14074189,孙嘉遥
980025,周兴哲
31677911,许玮甯
1137021,杨凯琳
13609637,马良
15251125,孙茜茹
30395569,杨秋儒
12185216,戴思蒙德
1151001,未来星B3Rich
30792393,吕周嘉懿
12156273,酷癌KooEye
12140048,Saber梁维嘉
12092260,黄硕N-Bomb
31366729,DEANK_院长
12133059,S.SIN（哀四杏）
12541056,泠风
12236125,王以太
5106,Keyso寿君超
1047049,Yoken_Official
12350853,HASRedK
830038,郑小宇
12473800,超级橘子Orange
1019154,黄礼格
12079066,Lil.Jet
1196009,天府事变CDREV
13112541,Gibb-Z
12199456,RanGo
12124013,KOZAY
11977166,Dax
29821913,Zj-alvSoN
12173418,YoungGee（小马）
1185005,八点四十八
12127345,Naggy(A.K.AEnAce)
12286700,虎二
12867228,戴羽彤
30110284,Nicky
27726906,Nicky叔
12405804,百里屠伕
29944083,虎炮炮
12205044,新旭
7214,蔡健雅
1124151,刘柏辛Lexie
188699,侯佩岑
13200,顽童MJ116
7839,关颖
12115205,MikeZhou
7548,邓颖芝
11569,Fusion乐团
1089111,孙八一
13447522,Zic子晨
1146106,苏琛
13537237,葛羽瞳
1081293,李嘉格
12079219,李佳隆
31917276,Mengzi
12085017,BLOWFEVER
13579377,MikeRebel
44277,T-Pain
12288442,AnsrJ
28072811,Dizkar地磁卡
1050520,KAII
12288446,王晓夫
3619,孔令奇
1078398,D-Lay
12027122,G2er
12308369,黄诗扶
31862479,国风堂
1142042,徐梦圆
12025552,双笙
12107270,树屋女孩
12107534,冯提莫
1047337,英雄联盟
68192,Mako
1025255,SamFeldt
13774039,RANI
12552691,CasperYU
6730,周汤豪
12320060,王齐铭WatchMe
33875811,Ziba
92526,FarEastMovement
819003,JustineSkye
1155005,TerryZhong
14100563,白菜
1211046,GAI周延
12434795,大雕Roc
12461023,Loop
29730462,AceToy
4080,刘心
188681,大鹏
12532848,小潘潘（潘柚彤）
2545,丁于
12319383,胖胖胖
8029,洪辰
5257,谭杰希
4089,李炜
5550,武艺
2331,陈翔
4093,李行亮
5602,王野
177046,张建波
5551,吴俊余
177044,玉米提
11447,Delay
177045,赵帆
